# Frequency Average_Intensity Standard_Deviation
2.727813045191111541e+03 5.878371048405952106e-07 1.372520481602690156e-07
2.735225580640000317e+03 5.888298395237551045e-07 1.377862156215601083e-07
2.742638116088889092e+03 5.928696176771273244e-07 1.329476033982002698e-07
2.750050651537777867e+03 5.976547772221783027e-07 1.256798642651872296e-07
2.757463186986666642e+03 6.014722662244874079e-07 1.223026945367538286e-07
2.764875722435555417e+03 6.037026084334834808e-07 1.267864997233295208e-07
2.772288257884445102e+03 6.046598438460497825e-07 1.367103317177186714e-07
2.779700793333333877e+03 6.049454940117362638e-07 1.468889629396931706e-07
2.787113328782222652e+03 6.048170369930510316e-07 1.539852569994350469e-07
2.794525864231111427e+03 6.040048897938543217e-07 1.572875580836039618e-07
2.801938399680000202e+03 6.020351667588593559e-07 1.574317236017964520e-07
2.809350935128888977e+03 5.987378614159197491e-07 1.547434987417676941e-07
2.816763470577777753e+03 5.945306374147876388e-07 1.488014510038478109e-07
2.824176006026666983e+03 5.902915481201688066e-07 1.404376602817412247e-07
2.831588541475555758e+03 5.869578002006106180e-07 1.341313163014678469e-07
2.839001076924444533e+03 5.851650656970919525e-07 1.356419593020698704e-07
2.846413612373333763e+03 5.851542703943776402e-07 1.447268595527188172e-07
