# Frequency Average_Intensity Standard_Deviation
2.453549233582222314e+03 1.290907637909109095e-06 5.857790651747636938e-07
2.460961769031111089e+03 1.207705933433003795e-06 5.159049158480401181e-07
2.468374304480000319e+03 1.145462124367243750e-06 4.675138156141477539e-07
2.475786839928889094e+03 1.098731190464321036e-06 4.382300815841628399e-07
2.483199375377778324e+03 1.061145110253817280e-06 4.206097901215879118e-07
2.490611910826667099e+03 1.026797081164466649e-06 4.044478563040231568e-07
2.498024446275555874e+03 9.917595240820106847e-07 3.835790797262184065e-07
2.505436981724444649e+03 9.550308841109742068e-07 3.563868608855858325e-07
2.512849517173333425e+03 9.182722248023420040e-07 3.245959871749354741e-07
2.520262052622222200e+03 8.843514155199356093e-07 2.917138229743779488e-07
2.527674588071110975e+03 8.555086026075271552e-07 2.616878980151605210e-07
2.535087123520000205e+03 8.321979077273625230e-07 2.381556043340771511e-07
2.542499658968888980e+03 8.131974289384249336e-07 2.239341233151374912e-07
2.549912194417778210e+03 7.966935387163226264e-07 2.171655048558111215e-07
2.557324729866666985e+03 7.814431492712853592e-07 2.125971260053740418e-07
2.564737265315555760e+03 7.672475951458736872e-07 2.078871383283165729e-07
2.572149800764444535e+03 7.545925648474531477e-07 2.021507950912543722e-07
2.579562336213333765e+03 7.439256658565744719e-07 1.956017893017719606e-07
2.586974871662222540e+03 7.351647763587963673e-07 1.887545019411494927e-07
2.594387407111111315e+03 7.276856731974579387e-07 1.824038528237890554e-07
2.601799942560000090e+03 7.206456244452337026e-07 1.769878926503799565e-07
2.609212478008888866e+03 7.133460816388342506e-07 1.720254379620616664e-07
2.616625013457777641e+03 7.054747367105241689e-07 1.676890125319897404e-07
2.624037548906666871e+03 6.972361834990527934e-07 1.635702945432710862e-07
2.631450084355556100e+03 6.893753536433722137e-07 1.584080213178915658e-07
2.638862619804444876e+03 6.830035376426103142e-07 1.524811881920804912e-07
2.646275155253333651e+03 6.791297663688171691e-07 1.464812981459926356e-07
2.653687690702222426e+03 6.780336927406499927e-07 1.415676076907693094e-07
2.661100226151111201e+03 6.788612585108755767e-07 1.397832714569282495e-07
2.668512761599999976e+03 6.798255236261846497e-07 1.415672621546188604e-07
2.675925297048889206e+03 6.790346898137158877e-07 1.444961854190288749e-07
2.683337832497777981e+03 6.754913115830545601e-07 1.471176086013705376e-07
2.690750367946666756e+03 6.696171512950888866e-07 1.486734010830132483e-07
2.698162903395555986e+03 6.629502281083928181e-07 1.483591433876468794e-07
2.705575438844444761e+03 6.572419289761352542e-07 1.464444782542804797e-07
2.712987974293333536e+03 6.535703419623654444e-07 1.447834609608230965e-07
2.720400509742222312e+03 6.520137037623514759e-07 1.446803706151492222e-07
2.727813045191111541e+03 6.519474572306030767e-07 1.453418366711577717e-07
2.735225580640000317e+03 6.525920142362644311e-07 1.470191008052336646e-07
2.742638116088889092e+03 6.533764794744130729e-07 1.502312392503155840e-07
2.750050651537777867e+03 6.539863066962042144e-07 1.542739335176983225e-07
2.757463186986666642e+03 6.543065430777861528e-07 1.581805140245216197e-07
2.764875722435555417e+03 6.545057503363831911e-07 1.608999811876036650e-07
2.772288257884445102e+03 6.552502624114357640e-07 1.619810631250646958e-07
2.779700793333333877e+03 6.577537960709256447e-07 1.626273733049239937e-07
2.787113328782222652e+03 6.634063524150482993e-07 1.648534214268786046e-07
2.794525864231111427e+03 6.730734929850213303e-07 1.695774064949584360e-07
2.801938399680000202e+03 6.865024554522517733e-07 1.767169603413576599e-07
2.809350935128888977e+03 7.022953003870392441e-07 1.878505114860923350e-07
2.816763470577777753e+03 7.185357139359714470e-07 2.005736210101653564e-07
2.824176006026666983e+03 7.337008875145047531e-07 2.118406752699243696e-07
2.831588541475555758e+03 7.473177292564437428e-07 2.210504295886669395e-07
2.839001076924444533e+03 7.600756298623938239e-07 2.287778814217245265e-07
2.846413612373333763e+03 7.735178844194463292e-07 2.353347026885267589e-07
